תיק כפול,תיק מקורי,מצב תיק מקורי בנמלה,כתובת,פסק דין?,בג"ץ?,דחיה על הסף?,פעולה שיש לבצע
3812/2012,429/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\290\004\z11&fileName=12004290_z11.txt&type=2,כן,,,הוספה לנמלה
5914/2013,5617/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\170\056\t03&fileName=13056170_t03.txt&type=2,כן,,,הוספה לנמלה
4545/2012,4516/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\160\045\s11&fileName=12045160_s11.txt&type=2,כן,,,הוספה לנמלה
4547/2012,4467/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\670\044\h09&fileName=12044670_h09.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
7971/2012,7878/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\780\078\v07&fileName=12078780_v07.txt&type=2,כן,,,הוספה לנמלה
8178/2012,7998/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\980\079\t12&fileName=12079980_t12.txt&type=2,כן,,,הוספה לנמלה
5092/2015,4592/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\920\045\t01&fileName=15045920_t01.txt&type=2,כן,,,הוספה לנמלה
791/2010,505/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\050\005\p06&fileName=10005050_p06.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
2562/2012,876/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\760\008\c10&fileName=12008760_c10.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
478/2015,425/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\250\004\w08&fileName=15004250_w08.txt&type=2,כן,,,הוספה לנמלה
9417/2010,3522/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\220\035\w10&fileName=10035220_w10.txt&type=2,כן,,,הוספה לנמלה
8302/2016,9028/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\020\083\k17&fileName=16083020.K17&type=2,,,,העתקת  קידוד מהתיק המקורי
9352/2016,9210/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\100\092\h03&fileName=16092100_h03.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
4845/2013,2996/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\960\029\t09&fileName=13029960_t09.txt&type=2,כן,,,הוספה לנמלה
6926/2013,2996/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\960\029\t09&fileName=13029960_t09.txt&type=2,כן,,,הוספה לנמלה
7292/2010,7291/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\910\072\c07&fileName=10072910_c07.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
3615/2011,3521/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\210\035\z11&fileName=11035210_z11.txt&type=2,כן,,,הוספה לנמלה
5252/2011,5174/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\740\051\v14&fileName=11051740_v14.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
901/2015,460/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\600\004\b19&fileName=15004600_b19.txt&type=2,כן,,,הוספה לנמלה
5867/2011,5723/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\230\057\h02&fileName=11057230_h02.txt&type=2,כן,,,הוספה לנמלה
5934/2010,5780/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\800\057\o10&fileName=10057800_o10.txt&type=2,כן,,,הוספה לנמלה
6353/2010,5780/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\800\057\o10&fileName=10057800_o10.txt&type=2,כן,,,הוספה לנמלה
7305/2012,7121/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\210\071\s09&fileName=12071210_s09.txt&type=2,כן,כן,,הוספה לנמלה
6968/2012,6982/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\820\069\v11&fileName=12069820_v11.txt&type=2,כן,,,הוספה לנמלה
9336/2012,9214/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\140\092\s02&fileName=12092140_s02.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
3793/2013,3608/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\080\036\e14&fileName=13036080_e14.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
8455/2010,109/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\090\001\k08&fileName=11001090_k08.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
8129/2015,6951/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\510\069\c07&fileName=15069510_c07.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
395/2013,7809/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\090\078\s12&fileName=12078090_s12.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
1650/2016,9085/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\850\090\v09&fileName=15090850_v09.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
6706/2015,6674/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\740\066\k05&fileName=15066740_k05.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
245/2013,236/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\360\002\s04&fileName=13002360_s04.txt&type=2,כן,כן,,הוספה לנמלה
246/2013,236/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\360\002\s04&fileName=13002360_s04.txt&type=2,כן,כן,,הוספה לנמלה
8782/2015,8567/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\670\085\t04&fileName=15085670_t04.txt&type=2,כן,כן,,הוספה לנמלה
227/2014,181/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\810\001\w20&fileName=14001810_w20.txt&type=2,כן,,,הוספה לנמלה
8978/2011,8763/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\630\087\s09&fileName=11087630_s09.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
4779/2011,5269/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\690\052\w01&fileName=11052690_w01.txt&type=2,כן,,,הוספה לנמלה
4680/2011,5269/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\690\052\w01&fileName=11052690_w01.txt&type=2,כן,,,הוספה לנמלה
6456/2011,6271/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\710\062\m30&fileName=11062710_m30.txt&type=2,כן,כן,,הוספה לנמלה
6274/2011,6271/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\710\062\m30&fileName=11062710_m30.txt&type=2,כן,כן,,הוספה לנמלה
1785/2014,1292/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\920\012\t21&fileName=14012920_t21.txt&type=2,כן,כן,,הוספה לנמלה
4064/2014,1292/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\920\012\t21&fileName=14012920_t21.txt&type=2,כן,כן,,הוספה לנמלה
3164/2010,2247/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\470\022\e06&fileName=10022470_e06.txt&type=2,כן,,,הוספה לנמלה
8356/2012,8355/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\550\083\t48&fileName=12083550_t48.txt&type=2,כן,כן,כן,העתקת  קידוד מהתיק המקורי
3903/2011,3328/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\280\033\p02&fileName=11033280_p02.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
7217/2014,4311/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\110\043\l02&fileName=14043110_l02.txt&type=2,כן,,,הוספה לנמלה
7336/2014,4311/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\110\043\l02&fileName=14043110_l02.txt&type=2,כן,,,הוספה לנמלה
7366/2014,4311/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\110\043\l02&fileName=14043110_l02.txt&type=2,כן,,,הוספה לנמלה
280/2017,5451/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\510\054\z11&fileName=16054510_z11.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
4040/2015,4013/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\130\040\v14&fileName=15040130_v14.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
2054/2012,1955/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\550\019\c06&fileName=12019550_c06.txt&type=2,כן,,,הוספה לנמלה
5356/2013,4841/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\410\048\t05&fileName=13048410_t05.txt&type=2,כן,,,הוספה לנמלה
183/2012,9594/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\940\095\k11&fileName=11095940_k11.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
3667/2012,3628/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\280\036\w05&fileName=12036280_w05.txt&type=2,כן,,,הוספה לנמלה
2364/2017,1983/2017,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\830\019\b05&fileName=17019830_b05.txt&type=2,כן,כן,,הוספה לנמלה
1627/2016,1624/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\240\016\i07&fileName=16016240_i07.txt&type=2,כן,כן,,הוספה לנמלה
1610/2015,1299/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\990\012\t01&fileName=15012990_t01.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
1890/2014,1257/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\570\012\t07&fileName=14012570_t07.txt&type=2,כן,,,הוספה לנמלה
1985/2014,1257/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\570\012\t07&fileName=14012570_t07.txt&type=2,כן,,,הוספה לנמלה
2669/2014,1257/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\570\012\t07&fileName=14012570_t07.txt&type=2,כן,,,הוספה לנמלה
2102/2016,1761/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\610\017\t03&fileName=16017610_t03.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
2146/2016,1761/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\610\017\t03&fileName=16017610_t03.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
1341/2011,1226/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\260\012\o26&fileName=11012260_o26.txt&type=2,כן,,,הוספה לנמלה
2707/2012,2636/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\360\026\e23&fileName=12026360_e23.txt&type=2,כן,,,הוספה לנמלה
2867/2012,2636/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\360\026\e23&fileName=12026360_e23.txt&type=2,כן,,,הוספה לנמלה
2742/2012,2636/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\360\026\e23&fileName=12026360_e23.txt&type=2,כן,,,הוספה לנמלה
3025/2010,3016/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\160\030\o04&fileName=10030160_o04.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
1982/2014,8107/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\070\081\i16&fileName=13081070_i16.txt&type=2,כן,,,הוספה לנמלה
8562/2013,8107/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\070\081\i16&fileName=13081070_i16.txt&type=2,כן,,,הוספה לנמלה
3134/2011,3065/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\650\030\i03&fileName=11030650_i03.txt&type=2,כן,,,הוספה לנמלה
7477/2010,1303/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\030\013\c08&fileName=10013030_c08.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
2869/2012,2870/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\700\028\t14&fileName=12028700_t14.txt&type=2,,כן,,העתקת  קידוד מהתיק המקורי
1047/2013,2870/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\700\028\t14&fileName=12028700_t14.txt&type=2,,כן,,העתקת  קידוד מהתיק המקורי
4674/2010,3662/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\620\036\e07&fileName=10036620_e07.txt&type=2,כן,,,הוספה לנמלה
294/2016,8609/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\090\086\e08&fileName=15086090_e08.txt&type=2,כן,,,הוספה לנמלה
3757/2014,3745/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\450\037\v04&fileName=14037450_v04.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
4638/2015,2591/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\910\025\e19&fileName=15025910_e19.txt&type=2,כן,,,הוספה לנמלה
5364/2015,1079/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\790\010\e16&fileName=14010790_e16.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
835/2010,816/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\160\008\s19&fileName=10008160_s19.txt&type=2,כן,,,הוספה לנמלה
1147/2010,816/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\160\008\s19&fileName=10008160_s19.txt&type=2,כן,,,הוספה לנמלה
5472/2010,3283/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\830\032\c04&fileName=10032830_c04.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
3645/2010,3431/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\310\034\t05&fileName=10034310_t05.txt&type=2,כן,כן,כן,העתקת  קידוד מהתיק המקורי
9022/2012,8016/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\160\080\c07&fileName=12080160_c07.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
8879/2012,8016/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\160\080\c07&fileName=12080160_c07.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
8697/2015,8659/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\590\086\e02&fileName=15086590_e02.txt&type=2,כן,כן,,הוספה לנמלה
203/2015,6359/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\590\063\t20&fileName=14063590_t20.txt&type=2,כן,,,הוספה לנמלה
3282/2010,3299/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\990\032\m13&fileName=10032990_m13.txt&type=2,כן,,,הוספה לנמלה
3535/2015,3329/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\290\033\e08&fileName=15033290_e08.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
3512/2011,3471/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\710\034\e13&fileName=11034710_e13.txt&type=2,כן,,,הוספה לנמלה
3444/2011,2470/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\700\024\m10&fileName=11024700_m10.txt&type=2,כן,כן,,הוספה לנמלה
1246/2012,8417/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\170\084\s15&fileName=11084170_s15.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
7581/2013,7252/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\520\072\w07&fileName=13072520_w07.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
543/2011,511/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\110\005\e08&fileName=11005110_e08.txt&type=2,כן,,,הוספה לנמלה
553/2011,511/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\110\005\e08&fileName=11005110_e08.txt&type=2,כן,,,הוספה לנמלה
4644/2010,4540/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\400\045\m03&fileName=10045400_m03.txt&type=2,,כן,,העתקת  קידוד מהתיק המקורי
