תיק כפול,תיק מקורי,כתובת,האם תוצאת התיקים ההמוזגים זהה? (כן- זהה. לא - לא זהה),"בג""ץ?",תיקים נוספים שאוחדו ונדחו,תיקים נוספים שאוחדו והתקבלו,*/# אם מדובר בריבוי תיקים
5692/2013,4400/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\000\044\w16&fileName=13044000_w16.txt&type=2,לא,,"נדחו: 4400/13, 4411/13, 5366/13",התקבלו: 5692/13,#
5366/2013,4400/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\000\044\w16&fileName=13044000_w16.txt&type=2,לא,,,,#
4411/2013,4400/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\000\044\w16&fileName=13044000_w16.txt&type=2,לא,,,,#
1103/2016,540/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\400\005\l06&fileName=16005400_l06.txt&type=2,לא,,,,
5236/2017,4749/2017,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\490\047\a04&fileName=17047490.A04&type=2,לא,,,,
3750/2011,3663/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\630\036\v01&fileName=11036630_v01.txt&type=2,לא,,,,
4553/2013,4525/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\250\045\b24&fileName=13045250_b24.txt&type=2,לא,,,,
9029/2012,8998/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\980\089\i03&fileName=12089980_i03.txt&type=2,לא,,,,
1592/2014,370/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\700\003\l06&fileName=14003700_l06.txt&type=2,לא,,,,
2677/2014,2417/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\170\024\b04&fileName=14024170_b04.txt&type=2,לא,,,,
4035/2013,4012/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\120\040\a04&fileName=13040120_a04.txt&type=2,לא,,,,
8886/2012,8809/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\090\088\t13&fileName=12088090_t13.txt&type=2,לא,,,,
5833/2012,6207/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\070\062\z04&fileName=12062070_z04.txt&type=2,לא,,"נדחו: 6207/12, 6227/12",התקבלו: 5833/12,#
6227/2012,6207/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\070\062\z04&fileName=12062070_z04.txt&type=2,לא,,,,#
1967/2012,1929/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\290\019\h02&fileName=12019290_h02.txt&type=2,לא,,,,
1905/2014,544/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\440\005\m01&fileName=14005440_m01.txt&type=2,לא,,,,
5791/2014,544/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\440\005\m01&fileName=14005440_m01.txt&type=2,לא,,"נדחו: 5791/14, 1905/14, 5837/14",מתקבל: 544/14,#
5837/2014,544/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\440\005\m01&fileName=14005440_m01.txt&type=2,לא,,,,#
2674/2013,6461/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\610\064\b01&fileName=11064610_b01.txt&type=2,לא,,,,
8535/2013,8506/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\060\085\w05&fileName=13085060_w05.txt&type=2,לא,,,,
6812/2015,6707/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\070\067\t05&fileName=15067070_t05.txt&type=2,לא,,,,
6250/2013,4948/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\480\049\e14&fileName=13049480_e14.txt&type=2,לא,,,,
3245/2012,3111/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\110\031\e08&fileName=12031110_e08.txt&type=2,לא,,,,
4715/2013,4316/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\160\043\w06&fileName=13043160_w06.txt&type=2,לא,,,,
4281/2016,4225/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\250\042\i07&fileName=16042250_i07.txt&type=2,לא,,,,
2199/2014,1764/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\640\017\w03&fileName=14017640_w03.txt&type=2,לא,,,,
8050/2013,7936/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\360\079\o04&fileName=13079360_o04.txt&type=2,לא,,,,
6354/2010,6207/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\070\062\b02&fileName=10062070_b02.txt&type=2,לא,,"נדחים: 9687/09, 6207/10",מתקבלים: 6354/10,#
9687/2009,6207/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\070\062\b02&fileName=10062070_b02.txt&type=2,לא,,,,#
2983/2010,2516/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\160\025\o04&fileName=10025160_o04.txt&type=2,לא,,,,
9244/2012,3698/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\980\036\t29&fileName=11036980.t29&type=2,לא,,,,
4294/2016,4282/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\820\042\g07&fileName=16042820_g07.txt&type=2,לא,,"התקבלו: 4282/16, 4289/16, 4335/16",נדחו: 4294/16,#
4289/2016,4282/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\820\042\g07&fileName=16042820_g07.txt&type=2,לא,,,,#
4335/2016,4282/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\820\042\g07&fileName=16042820_g07.txt&type=2,לא,,,,#
838/2016,6434/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\340\064\a23&fileName=15064340_a23.txt&type=2,לא,,,,
7062/2012,6957/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\570\069\k11&fileName=12069570_k11.txt&type=2,לא,,,,
4019/2010,2088/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\880\020\n21&fileName=10020880_n21.txt&type=2,לא,כן,,,
6861/2014,6761/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\610\067\t08&fileName=14067610_t08.txt&type=2,לא,,"נדחים: 6861/14, 6794/14",מתקבלים: 6761/14,#
6797/2014,6761/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\610\067\t08&fileName=14067610_t08.txt&type=2,לא,,,,#
1555/2015,1524/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\240\015\e14&fileName=15015240_e14.txt&type=2,לא,,,,
1195/2014,1146/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\460\011\i06&fileName=14011460_i06.txt&type=2,לא,,,,
1267/2012,267/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\670\002\e07&fileName=12002670_e07.txt&type=2,לא,,,,
5754/2012,5467/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\670\054\t03&fileName=12054670_t03.txt&type=2,לא,,,,
5829/2013,5806/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\060\058\i05&fileName=13058060_i05.txt&type=2,לא,,,,
2688/2014,2581/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\810\025\w06&fileName=14025810_w06.txt&type=2,לא,,,,
8281/2015,8200/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\000\082\i05&fileName=15082000_i05.txt&type=2,לא,,,,
6063/2015,5617/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\170\056\z08&fileName=15056170_z08.txt&type=2,לא,,"נדחו: 5617/15, 6063/15, 6340/15",התקבלו: 6046/15 ,#
6046/2015,5617/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\170\056\z08&fileName=15056170_z08.txt&type=2,לא,,,,#
6340/2015,5617/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\170\056\z08&fileName=15056170_z08.txt&type=2,לא,,,,#
8865/2011,3202/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\020\032\a11&fileName=11032020_a11.txt&type=2,לא,,,,
569/2015,328/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\280\003\t06&fileName=15003280_t06.txt&type=2,לא,,נדחו: 569/15,"התקבלו: 328/15, 2610/15",*
2610/2015,328/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\280\003\t06&fileName=15003280_t06.txt&type=2,לא,,,,*
3615/2011,3521/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\210\035\z11&fileName=11035210_z11.txt&type=2,לא,,,,
901/2015,460/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\600\004\b19&fileName=15004600_b19.txt&type=2,לא,,,,
5934/2010,5780/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\800\057\o10&fileName=10057800_o10.txt&type=2,לא,,נדחה: 6353/10,"מתקבלים: 5780/10, 5934/10",#
6353/2010,5780/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\800\057\o10&fileName=10057800_o10.txt&type=2,לא,,,,#
6968/2012,6982/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\820\069\v11&fileName=12069820_v11.txt&type=2,לא,,,,
7217/2014,4311/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\110\043\l02&fileName=14043110_l02.txt&type=2,לא,,"נדחו: 7217/14, 7336/13, 7366/14",התקבלו: 4311/14,
7336/2014,4311/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\110\043\l02&fileName=14043110_l02.txt&type=2,לא,,,,
7366/2014,4311/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\110\043\l02&fileName=14043110_l02.txt&type=2,לא,,,,
1341/2011,1226/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\260\012\o26&fileName=11012260_o26.txt&type=2,לא,,,,
1982/2014,8107/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\070\081\i16&fileName=13081070_i16.txt&type=2,לא,,"נדחו: 8562/13, 1982/14",התקבלו: 8107/13,#
8562/2013,8107/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\070\081\i16&fileName=13081070_i16.txt&type=2,לא,,,,#
3134/2011,3065/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\650\030\i03&fileName=11030650_i03.txt&type=2,לא,,,,
3282/2010,3299/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\990\032\m13&fileName=10032990_m13.txt&type=2,לא,,,,
2901/2014,2728/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\280\027\e06&fileName=14027280_e06.txt&type=2,לא,,,,
7773/2010,7710/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\100\077\v14&fileName=10077100_v14.txt&type=2,לא,,,,
7143/2014,6924/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\240\069\e20&fileName=14069240_e20.txt&type=2,לא,,"נדחו: 7143/14, 6924/14",מתקבל: 7406/14,#
7406/2014,6924/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\240\069\e20&fileName=14069240_e20.txt&type=2,לא,,,,#
8679/2011,8430/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\300\084\p04&fileName=11084300_p04.txt&type=2,לא,,,,
1625/2010,1623/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\230\016\c14&fileName=10016230_c14.txt&type=2,לא,,נדחה: 1704/10,"ינתנו בנפרד: 1623/10, 1625/10",*
1704/2010,1623/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\230\016\c14&fileName=10016230_c14.txt&type=2,לא,,,,*
3110/2016,3053/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\530\030\e11&fileName=16030530_e11.txt&type=2,לא,,,,
5708/2011,5550/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\500\055\e01&fileName=11055500_e01.txt&type=2,לא,,,,
8454/2014,8319/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\190\083\m06&fileName=14083190_m06.txt&type=2,לא,,"נדחו: 8454/14, 8589/14",התקבלו: 8319/14 ,#
8589/2014,8319/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\190\083\m06&fileName=14083190_m06.txt&type=2,לא,,,,#
7544/2016,7843/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\430\078\t01&fileName=16078430_t01.txt&type=2,לא,,,,
3113/2014,3102/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\020\031\i08&fileName=14031020_i08.txt&type=2,לא,,,,
4888/2013,4767/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\670\047\e05&fileName=13047670_e05.txt&type=2,לא,,,,
5506/2016,5141/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\410\051\i08&fileName=16051410_i08.txt&type=2,לא,כן,,,
6927/2016,6729/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\290\067\i05&fileName=16067290.I05&type=2,לא,,,,
7558/2012,7063/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\630\070\m21&fileName=12070630_m21.txt&type=2,לא,,,,
718/2014,458/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\580\004\t08&fileName=14004580_t08.txt&type=2,לא,,,,
7041/2011,7024/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\240\070\c10&fileName=11070240_c10.txt&type=2,לא,,,,
6899/2013,7406/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\060\074\t14&fileName=13074060_t14.txt&type=2,לא,,,,
2484/2012,2478/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\780\024\i08&fileName=12024780_i08.txt&type=2,לא,,,,
2227/2010,2142/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\420\021\o02&fileName=10021420_o02.txt&type=2,לא,,"נדחו: 2142/09, 2227/10, 2667/1",התקבלו: 2210/10,*
2210/2010,2142/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\420\021\o02&fileName=10021420_o02.txt&type=2,לא,,,,*
2667/2010,2142/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\420\021\o02&fileName=10021420_o02.txt&type=2,לא,,,,*
5742/2011,5741/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\410\057\z02&fileName=11057410_z02.txt&type=2,לא,,,,
3275/2010,2518/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\180\025\o10&fileName=10025180_o10.txt&type=2,לא,,,,
3539/2014,2580/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\800\025\w04&fileName=14025800_w04.txt&type=2,לא,,,,
5850/2012,8773/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\730\087\b18&fileName=11087730_b18.txt&type=2,לא,כן,,,
7819/2012,7562/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\620\075\e14&fileName=12075620_e14.txt&type=2,לא,,,,
112/2011,9612/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\120\096\e17&fileName=10096120_e17.txt&type=2,לא,,נדחו: 112/11,"התקבלו: 9612/10, 64/11",
64/2011,9612/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\120\096\e17&fileName=10096120_e17.txt&type=2,לא,,,,
2222/2011,2152/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\520\021\c01&fileName=11021520_c01.txt&type=2,לא,,,,
4003/2015,3994/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\940\039\t01&fileName=15039940_t01.txt&type=2,לא,,,,
8263/2015,8127/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\270\081\z08&fileName=15081270_z08.txt&type=2,לא,,,,
7121/2013,7054/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\540\070\v06&fileName=13070540_v06.txt&type=2,לא,,,,
5886/2014,4875/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\750\048\k02&fileName=14048750_k02.txt&type=2,לא,,,,
6993/2015,6685/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\850\066\a06&fileName=15066850_a06.txt&type=2,לא,,,,
5318/2011,3988/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\880\039\o02&fileName=11039880_o02.txt&type=2,לא,,"נדחו: 4032/11, 5318/11",התקבלו: 3988/11,#
4032/2011,3988/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\880\039\o02&fileName=11039880_o02.txt&type=2,לא,,,,#
1777/2016,1336/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\360\013\v13&fileName=16013360_v13.txt&type=2,לא,כן,נדחו: 1721/16,"התקבלו: 1777/16, 1337/16, 1336/16",*
1721/2016,1336/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\360\013\v13&fileName=16013360_v13.txt&type=2,לא,כן,,,*
1337/2016,1336/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\360\013\v13&fileName=16013360_v13.txt&type=2,לא,כן,,,*
5023/2011,4800/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\000\048\l03&fileName=11048000_l03.txt&type=2,לא,,,,
1482/2013,1427/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\270\014\t01&fileName=13014270_t01.txt&type=2,לא,,,,
6045/2015,5765/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\650\057\z06&fileName=15057650_z06.txt&type=2,לא,,,,
2000/2014,1385/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\850\013\t06&fileName=14013850_t06.txt&type=2,לא,,,,
2251/2011,2368/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\680\023\v02&fileName=11023680_v02.txt&type=2,לא,,,,
124/2012,9312/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\120\093\c08&fileName=11093120_c08.txt&type=2,לא ,,,,#
